title,sub_title,skills
Computer and Information Research Scientists,Object or component oriented development software,Microsoft ActiveX Oracle Java Python Scala Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Object oriented data base management software,PostgreSQL Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Office suite software,Microsoft Office Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Operating system software,Linux Shell script Ubuntu UNIX Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Portal server software,Apache HTTP Server Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Presentation software,Microsoft PowerPoint Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Project management software,Microsoft Project Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Requirements analysis and system architecture software,Unified modeling language UML Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Sales and marketing software,Google AdWords Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Spreadsheet software,Microsoft Excel Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Video creation and editing software,Video editing software Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Web page creation and editing software,Plug-in file software Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
Computer and Information Research Scientists,Web platform development software,Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor Minitab SAS StataCorp Stata The MathWorks MATLAB GitHub IBM Cognos Impromptu MicroStrategy Oracle Business Intelligence Enterprise Edition Qlik Tech QlikView Clustermatic Parallel systems software IBM Domino Greenhills Ada compilers Low-level virtual machine LLVM compilers Polaris parallelizing compilers Computer aided design and drafting CADD software PTC Creo Parametric IBM Rational Apex Perforce Software Configuration Management System Apache Hadoop MongoDB NoSQL Teradata Database Apache Hive AWS Redshift Data entry software Structured query language SQL Google Analytics C Eclipse IDE Microsoft Visual Basic Verilog Extensible markup language XML IBM InfoSphere DataStage SAP Business Objects Splunk Enterprise Git Waikato Environment for Knowledge Analysis Weka Graphics pipelines Open Graphics Library OpenGL Three-dimensional 3D graphics software ESRI ArcGIS software CA Erwin Data Modeler Microsoft ActiveX Oracle Java Python Scala PostgreSQL Microsoft Office Linux Shell script Ubuntu UNIX Apache HTTP Server Microsoft PowerPoint Microsoft Project Unified modeling language UML Google AdWords Microsoft Excel Video editing software Plug-in file software Django Extensible stylesheet language transformations XSLT JavaScript PHP: Hypertext Preprocessor
